ID,Sex,Birth_Date,Sire,Dam,Event_Type,Date,Location,
,,,,,Transfer,"Oct 06, 2021",NZP-CRC,
10000,Female,"Jun 05, 2021",9726,9653,Birth/Hatch,"Jun 05, 2021",NZP-CRC,
10023,Female,"Jun 08, 2021",8965,9246,Birth/Hatch,"Jun 08, 2021",CARR,
,,,,,Transfer,"Oct 06, 2021",NZP-CRC,
10071,Female,"Jun 11, 2021",9341,9637,Birth/Hatch,"Jun 11, 2021",NZP-CRC,
10081,Female,"Jun 11, 2021",9476,9791,Birth/Hatch,"Jun 11, 2021",CARR,
,,,,,Transfer,"Oct 05, 2021",NZP-CRC,
10100,Female,"Jun 13, 2021",9762,9375,Birth/Hatch,"Jun 13, 2021",NZP-CRC,
10122,Female,"Jun 16, 2021",9679,9492,Birth/Hatch,"Jun 16, 2021",NZP-CRC,
10137,Male,"Jun 17, 2021",9589,9655,Birth/Hatch,"Jun 17, 2021",COLO SPRG,
,,,,,Transfer,"Sep 21, 2021",NZP-CRC,
10141,Male,"Jun 18, 2021",9222,9432,Birth/Hatch,"Jun 18, 2021",COLO SPRG,
,,,,,Transfer,"Sep 21, 2021",NZP-CRC,
10196,Female,"May 12, 2022",9810,9375,Birth/Hatch,"May 12, 2022",NZP-CRC,
10197,Female,"May 12, 2022",9810,9375,Birth/Hatch,"May 12, 2022",NZP-CRC,
10268,Male,"May 25, 2022",9186,10071,Birth/Hatch,"May 25, 2022",NZP-CRC,
10315,Male,"Jun 01, 2022",9973,9681,Birth/Hatch,"Jun 01, 2022",NZP-CRC,
10317,Female,"Jun 01, 2022",9973,9681,Birth/Hatch,"Jun 01, 2022",NZP-CRC,
10318,Female,"Jun 01, 2022",9973,9681,Birth/Hatch,"Jun 01, 2022",NZP-CRC,
10342,Female,"Jun 05, 2022",9974,9768,Birth/Hatch,"Jun 05, 2022",NZP-CRC,
10344,Male,"Jun 06, 2022",9704,10000,Birth/Hatch,"Jun 06, 2022",NZP-CRC,
10406,Male,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10407,Male,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10409,Male,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10410,Female,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10411,Female,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10412,Female,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10413,Female,"Jun 14, 2022",9990,9492,Birth/Hatch,"Jun 14, 2022",NZP-CRC,
10453,Female,"Jun 19, 2022",9704,10081,Birth/Hatch,"Jun 19, 2022",NZP-CRC,
10469,Female,"Jun 28, 2022",10137,9769,Birth/Hatch,"Jun 28, 2022",NZP-CRC,
10473,Female,"Jul 02, 2022",9755,10023,Birth/Hatch,"Jul 02, 2022",NZP-CRC,
10474,Female,"Jul 02, 2022",9755,10023,Birth/Hatch,"Jul 02, 2022",NZP-CRC,
9405,Male,"Jun 01, 2019",8796,8594,Birth/Hatch,"Jun 01, 2019",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9466,Male,"Jun 08, 2019",8907,8713,Birth/Hatch,"Jun 08, 2019",CARR,
,,,,,Transfer,"Oct 01, 2019",PHOENIX,
9518,Male,"Jun 14, 2019",8909,8628,Birth/Hatch,"Jun 14, 2019",CARR,
,,,,,Transfer,"Oct 01, 2019",NZP-CRC,
,,,,,Transfer,"Oct 06, 2020",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9569,Male,"Jun 25, 2019",8041,9254,Birth/Hatch,"Jun 25, 2019",CARR,
,,,,,Transfer,"Oct 01, 2019",PHOENIX,
9613,Male,"May 07, 2020",8965,8973,Birth/Hatch,"May 07, 2020",CARR,
,,,,,Transfer,"Oct 13, 2021",PHOENIX,
9616,Female,"May 08, 2020",9036,9047,Birth/Hatch,"May 08, 2020",PHOENIX,
9666,Male,"May 23, 2020",8215,9206,Birth/Hatch,"May 23, 2020",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9675,Female,"May 26, 2020",8749,9231,Birth/Hatch,"May 26, 2020",PHOENIX,
9697,Male,"Jun 04, 2020",8931,9122,Birth/Hatch,"Jun 04, 2020",COLO SPRG,
,,,,,Transfer,"Oct 14, 2020",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9745,Female,"Jun 13, 2020",8745,9000,Birth/Hatch,"Jun 13, 2020",CARR,
,,,,,Transfer,"Oct 13, 2021",PHOENIX,
9786,Female,"Jun 19, 2020",8362,9410,Birth/Hatch,"Jun 19, 2020",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9789,Female,"Jun 19, 2020",8362,9410,Birth/Hatch,"Jun 19, 2020",CARR,
,,,,,Transfer,"Oct 13, 2021",PHOENIX,
9792,Female,"Jun 21, 2020",9291,9114,Birth/Hatch,"Jun 21, 2020",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9801,Male,"Jul 01, 2020",8976,9516,Birth/Hatch,"Jul 01, 2020",CARR,
,,,,,Transfer,"Oct 16, 2020",PHOENIX,
9840,Female,"May 12, 2021",9036,9047,Birth/Hatch,"May 12, 2021",PHOENIX,
9841,Female,"May 12, 2021",9036,9047,Birth/Hatch,"May 12, 2021",PHOENIX,
9879,Male,"May 21, 2021",9518,9131,Birth/Hatch,"May 21, 2021",PHOENIX,
9880,Male,"May 21, 2021",9518,9131,Birth/Hatch,"May 21, 2021",PHOENIX,
9899,Female,"May 27, 2021",9569,9404,Birth/Hatch,"May 27, 2021",PHOENIX,
9900,Female,"May 27, 2021",9569,9404,Birth/Hatch,"May 27, 2021",PHOENIX,
9906,Female,"May 29, 2021",9589,9339,Birth/Hatch,"May 29, 2021",COLO SPRG,
,,,,,Transfer,"Sep 21, 2021",CARR,
,,,,,Transfer,"Oct 13, 2021",PHOENIX,
9921,Male,"May 30, 2021",9598,9575,Birth/Hatch,"May 30, 2021",CARR,
,,,,,Transfer,"Oct 13, 2021",PHOENIX,
10090,Male,"Jun 13, 2021",9425,9325,Birth/Hatch,"Jun 13, 2021",CARR,
,,,,,Transfer,"Oct 13, 2021",PHOENIX,
10186,Male,"May 05, 2022",9666,9404,Birth/Hatch,"May 05, 2022",PHOENIX,
10187,Male,"May 05, 2022",9666,9404,Birth/Hatch,"May 05, 2022",PHOENIX,
10188,Male,"May 05, 2022",9666,9404,Birth/Hatch,"May 05, 2022",PHOENIX,
10189,Female,"May 05, 2022",9666,9404,Birth/Hatch,"May 05, 2022",PHOENIX,
10200,Male,"May 16, 2022",9466,9789,Birth/Hatch,"May 16, 2022",PHOENIX,
10201,Male,"May 16, 2022",9466,9789,Birth/Hatch,"May 16, 2022",PHOENIX,
10202,Male,"May 16, 2022",9466,9789,Birth/Hatch,"May 16, 2022",PHOENIX,
10203,Male,"May 16, 2022",9466,9789,Birth/Hatch,"May 16, 2022",PHOENIX,
10205,Male,"May 16, 2022",9466,9789,Birth/Hatch,"May 16, 2022",PHOENIX,
10207,Female,"May 16, 2022",9466,9789,Birth/Hatch,"May 16, 2022",PHOENIX,
10216,Female,"May 19, 2022",9569,9841,Birth/Hatch,"May 19, 2022",PHOENIX,
10420,Male,"Jun 15, 2022",9879,9395,Birth/Hatch,"Jun 15, 2022",PHOENIX,
10421,Male,"Jun 15, 2022",9879,9395,Birth/Hatch,"Jun 15, 2022",PHOENIX,
10422,Male,"Jun 15, 2022",9879,9395,Birth/Hatch,"Jun 15, 2022",PHOENIX,
9351,Female,"May 01, 2019",8745,8582,Birth/Hatch,"May 01, 2019",CARR,
,,,,,Transfer,"Dec 06, 2019",TORONTO,
9370,Male,"May 09, 2019",8801,8964,Birth/Hatch,"May 09, 2019",CARR,
,,,,,Transfer,"Dec 06, 2019",TORONTO,
9435,Female,"Jun 04, 2019",8161,8817,Birth/Hatch,"Jun 04, 2019",CARR,
,,,,,Transfer,"Dec 06, 2019",TORONTO,
9465,Male,"Jun 08, 2019",8907,8713,Birth/Hatch,"Jun 08, 2019",CARR,
,,,,,Transfer,"Dec 06, 2019",TORONTO,
9672,Female,"May 26, 2020",9195,8985,Birth/Hatch,"May 26, 2020",CARR,
,,,,,Transfer,"Dec 15, 2021",TORONTO,
9684,Male,"Jun 01, 2020",9049,9351,Birth/Hatch,"Jun 01, 2020",TORONTO,
9685,Female,"Jun 01, 2020",9049,9351,Birth/Hatch,"Jun 01, 2020",TORONTO,
9687,Female,"Jun 01, 2020",9049,9351,Birth/Hatch,"Jun 01, 2020",TORONTO,
9752,Male,"Jun 14, 2020",8908,9255,Birth/Hatch,"Jun 14, 2020",CARR,
,,,,,Transfer,"Dec 15, 2021",TORONTO,
9861,Male,"May 19, 2021",9465,9435,Birth/Hatch,"May 19, 2021",TORONTO,
9862,Male,"May 19, 2021",9465,9435,Birth/Hatch,"May 19, 2021",TORONTO,
9933,Female,"May 30, 2021",9519,9806,Birth/Hatch,"May 30, 2021",CARR,
,,,,,Transfer,"Dec 15, 2021",TORONTO,
9956,Female,"Jun 01, 2021",9465,9402,Birth/Hatch,"Jun 01, 2021",TORONTO,
10024,Female,"Jun 08, 2021",8965,9246,Birth/Hatch,"Jun 08, 2021",CARR,
,,,,,Return from LTF,"Aug 09, 2021",CARR,
,,,,,Transfer,"Dec 15, 2021",TORONTO,
10283,Male,"May 30, 2022",9465,9687,Birth/Hatch,"May 30, 2022",TORONTO,
10327,Female,"Jun 01, 2022",9862,10024,Birth/Hatch,"Jun 01, 2022",TORONTO,
10328,Female,"Jun 01, 2022",9862,10024,Birth/Hatch,"Jun 01, 2022",TORONTO,
10486,Female,"Jul 18, 2022",9465,9435,Birth/Hatch,"Jul 18, 2022",TORONTO,
